Image,Neighborhood,CD3pCD8nPD1n,CD3pCD8nPD1p,CD3pCD8pPD1n,CD68pPDL1n,CD68pPDL1p,CD3pCD8pPD1p,CD79ApCD20p,CD79ApCD20n,CD3nPD1p,LMA
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_51,1,0,8,0,5,4,0,1,0,1
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_52,4,5,3,0,7,1,0,9,0,6
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_53,15,9,3,0,15,1,7,10,1,6
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_54,1,0,7,0,3,5,1,0,0,1
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_55,4,2,4,0,3,2,0,1,0,2
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_56,9,2,2,0,3,2,0,23,0,6
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_57,5,3,3,0,7,6,5,10,0,6
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_58,6,6,1,0,13,7,0,7,1,1
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_59,3,12,9,0,18,17,6,6,0,1
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_6,4,3,3,0,3,5,5,2,0,1
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_60,0,0,0,0,26,0,0,0,0,5
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_61,4,9,1,0,1,1,0,0,0,1
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_62,5,4,3,0,3,1,0,0,0,2
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_63,2,13,2,0,43,6,14,3,3,5
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_64,31,29,3,0,79,15,33,77,0,6
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_65,5,16,23,0,11,13,15,30,1,1
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_66,4,6,8,0,6,6,2,9,1,1
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_67,23,43,3,0,26,8,24,22,3,1
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_68,1,0,0,0,4,5,1,4,1,1
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_69,10,14,1,0,11,10,5,28,1,6
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_7,0,2,0,0,18,4,0,0,0,5
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_70,0,2,0,0,22,4,2,5,0,5
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_71,2,3,7,0,9,1,1,0,1,1
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_72,1,0,9,0,23,7,1,14,0,1
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_73,28,27,4,1,22,7,9,37,0,6
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_74,1,4,0,0,6,4,1,1,3,1
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_75,10,8,1,0,10,3,10,12,0,6
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_76,3,1,0,0,11,0,0,2,1,5
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_77,2,7,3,0,10,6,3,3,0,1
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_78,0,1,13,0,1,0,0,3,1,3
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_79,0,2,10,0,7,4,5,18,0,6
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_8,18,27,22,0,22,29,10,7,5,1
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_80,5,15,12,0,17,8,3,15,0,1
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_81,0,5,5,0,1,3,1,0,1,1
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_82,3,6,1,0,22,7,5,5,1,5
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_83,7,3,5,0,4,4,0,3,0,2
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_84,11,17,18,0,14,16,9,32,1,6
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_85,3,8,14,0,8,12,14,35,0,6
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_86,5,7,0,0,2,1,5,1,0,1
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_87,2,8,0,0,16,5,10,14,1,6
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_88,5,26,0,0,15,1,8,4,5,1
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_89,13,7,3,0,14,2,6,28,0,6
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_9,3,2,0,0,6,6,0,0,0,1
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_90,13,15,13,0,22,9,12,47,0,6
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_91,19,14,5,0,27,10,7,23,0,6
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_92,10,15,2,0,57,8,12,10,0,5
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_93,2,7,1,0,18,4,4,1,1,5
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_94,1,1,5,0,8,2,1,7,1,6
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_95,1,3,14,0,2,2,0,7,0,3
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_96,4,5,0,0,8,4,4,11,0,6
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_97,13,4,0,0,2,2,11,3,0,2
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_98,13,37,6,0,47,9,23,29,4,1
"155(ROV)_[15716,38806]_component_data.tif - resolution #1",Cluster_99,4,2,1,0,2,3,1,3,1,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_1,12,9,5,0,5,5,5,26,0,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_10,1,0,2,0,17,8,1,3,0,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_100,2,0,0,0,11,1,4,4,0,5
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_101,1,5,1,0,2,1,1,5,0,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_102,5,4,1,0,4,5,2,3,0,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_103,1,2,2,0,13,8,4,1,0,5
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_104,7,9,11,0,5,20,5,2,1,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_105,3,2,1,0,4,0,5,4,0,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_106,2,4,0,0,5,2,12,5,0,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_107,2,10,0,0,0,4,3,7,0,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_108,3,4,6,0,10,6,0,1,0,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_109,0,0,5,0,12,1,0,3,0,5
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_11,2,5,4,0,7,10,2,1,0,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_110,2,0,2,1,13,1,4,1,0,5
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_111,9,2,0,0,4,2,0,6,0,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_112,2,1,1,0,10,1,2,2,0,5
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_113,9,25,13,0,54,19,26,22,3,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_114,2,12,24,0,13,6,9,1,0,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_115,1,6,3,0,13,10,2,1,1,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_116,1,2,0,0,6,4,2,1,0,5
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_117,12,15,2,0,11,3,12,2,0,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_118,0,2,6,1,5,3,0,0,1,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_119,6,3,2,0,20,13,5,9,0,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_12,12,8,6,0,7,3,7,24,0,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_120,1,3,0,0,7,0,1,11,0,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_121,0,0,0,0,17,1,2,1,0,5
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_122,2,0,2,0,16,1,1,3,1,5
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_123,7,0,0,0,7,1,0,4,1,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_124,3,5,20,0,5,11,8,24,1,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_125,2,0,10,0,2,2,0,11,0,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_126,0,1,5,0,4,1,3,5,1,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_127,4,1,2,0,1,7,3,6,0,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_128,1,0,1,0,8,6,3,1,1,5
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_129,2,2,5,0,12,3,1,3,0,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_13,13,11,9,0,5,20,6,0,0,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_130,0,4,4,0,6,7,2,0,0,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_131,7,11,11,0,11,2,0,27,0,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_132,2,5,5,0,3,1,1,1,0,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_133,6,5,5,1,7,3,2,7,0,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_134,4,5,10,0,5,1,5,10,1,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_135,2,1,8,0,10,5,1,15,0,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_136,9,2,0,0,2,0,2,7,0,2
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_137,3,0,0,0,12,2,0,3,0,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_138,17,14,43,1,10,8,14,55,0,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_139,5,2,12,0,10,5,3,3,0,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_14,1,5,0,0,4,6,1,0,0,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_140,13,17,10,0,24,11,26,44,2,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_141,2,4,4,1,6,3,0,1,0,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_142,9,5,7,0,3,1,1,1,0,2
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_143,9,7,2,0,14,2,3,12,0,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_144,15,6,8,0,15,9,10,27,0,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_145,0,4,5,0,0,12,1,0,0,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_146,4,3,5,1,0,1,0,2,0,2
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_147,1,2,1,0,11,0,0,1,0,5
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_148,1,4,0,0,6,0,0,8,0,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_149,0,1,0,1,9,0,0,6,0,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_15,3,7,6,0,6,7,2,1,0,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_150,6,1,1,0,3,2,1,3,0,2
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_151,6,3,4,0,0,2,1,0,0,2
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_152,1,7,1,0,7,4,2,0,2,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_16,4,2,3,0,2,3,0,6,0,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_17,2,1,1,0,15,3,0,0,0,5
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_18,3,6,0,0,7,0,0,11,0,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_19,2,0,0,0,17,1,0,7,1,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_2,8,15,21,0,18,12,7,13,1,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_20,0,1,0,0,17,2,0,0,1,5
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_21,1,2,1,0,9,0,0,3,0,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_22,1,2,1,0,2,3,0,10,1,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_23,2,2,0,0,11,0,2,10,0,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_24,4,48,29,0,18,13,30,9,1,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_25,1,2,0,0,6,1,2,0,4,5
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_26,12,10,13,0,7,23,19,15,1,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_27,5,22,9,0,27,16,4,6,8,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_28,3,3,4,1,4,1,0,0,0,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_29,17,15,11,0,37,12,5,15,0,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_3,3,0,1,0,3,1,1,7,0,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_30,6,1,3,0,7,3,2,8,0,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_31,1,2,1,0,12,3,2,2,1,5
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_32,12,13,2,0,25,3,8,26,0,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_33,0,6,1,0,39,0,7,16,0,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_34,6,9,1,0,5,6,0,5,0,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_35,1,1,0,0,12,0,0,9,0,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_36,14,10,1,0,5,10,3,2,0,2
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_37,2,5,2,0,5,1,0,3,3,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_38,0,1,0,0,25,1,1,3,2,5
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_39,5,0,0,0,5,0,2,4,3,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_4,1,1,6,0,1,6,0,7,0,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_40,2,5,0,0,14,2,1,4,1,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_41,4,3,0,0,8,3,2,1,1,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_42,2,2,1,0,4,3,3,1,2,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_43,13,4,19,0,12,8,13,3,0,2
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_44,2,3,16,0,5,5,1,0,0,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_45,2,1,0,0,9,2,0,3,0,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_46,10,10,2,0,6,13,2,6,0,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_47,2,3,3,0,2,6,0,0,2,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_48,3,3,5,0,0,3,0,1,1,2
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_49,33,39,46,1,36,30,11,82,0,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_5,1,5,2,0,9,1,0,0,0,5
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_50,2,4,2,0,12,7,9,4,0,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_51,2,3,1,0,10,5,2,3,0,5
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_52,22,6,8,1,15,5,1,22,0,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_53,0,2,0,1,29,0,0,5,1,5
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_54,9,39,2,0,27,26,17,22,12,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_55,0,24,0,0,34,4,8,8,8,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_56,2,2,0,0,8,4,0,3,0,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_57,2,9,0,0,8,2,3,1,2,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_58,14,17,0,0,12,3,7,21,1,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_59,5,3,3,0,17,2,1,21,0,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_6,25,9,21,3,42,14,17,45,0,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_60,1,0,0,0,10,3,2,0,0,5
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_61,7,1,14,0,6,2,1,5,0,2
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_62,4,6,2,0,10,3,8,13,1,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_63,0,1,3,1,8,2,2,0,0,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_64,1,4,3,0,41,3,0,13,9,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_65,12,3,4,0,7,4,3,14,0,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_66,2,2,12,0,18,3,2,18,1,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_67,3,3,2,0,15,3,6,8,0,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_68,1,24,0,0,28,7,40,17,3,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_69,4,8,1,0,6,1,1,8,1,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_7,6,8,2,0,7,3,6,2,0,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_70,2,9,0,0,9,3,1,5,1,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_71,1,3,0,0,10,0,3,0,0,5
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_72,3,0,0,0,8,0,0,6,0,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_73,1,3,1,0,11,2,1,1,0,5
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_74,4,4,0,0,7,3,4,12,0,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_75,8,9,5,0,15,8,12,20,1,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_76,28,47,43,0,52,16,22,12,3,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_77,2,1,4,0,5,2,2,0,0,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_78,29,76,9,0,21,32,27,20,19,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_79,0,1,1,0,8,2,2,2,0,5
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_8,0,27,7,0,33,24,11,8,5,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_80,5,4,2,1,1,5,0,6,0,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_81,2,1,0,0,5,0,2,10,1,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_82,1,2,2,0,13,1,0,0,0,5
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_83,6,0,1,0,21,6,0,0,0,5
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_84,1,5,0,0,11,4,1,2,0,5
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_85,2,8,0,0,7,1,4,1,1,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_86,12,12,6,0,19,11,15,17,0,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_87,2,6,0,0,17,6,3,2,0,5
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_88,3,0,8,0,6,8,1,9,0,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_89,1,2,0,0,10,0,3,2,0,5
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_9,3,5,15,0,9,5,0,0,1,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_90,2,5,0,0,5,1,8,2,0,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_91,10,6,22,0,13,5,2,20,0,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_92,3,4,0,0,14,1,1,0,0,5
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_93,53,15,9,2,24,12,14,95,0,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_94,1,4,1,0,18,7,3,4,0,5
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_95,3,0,3,0,2,4,0,7,0,6
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_96,4,1,1,0,6,0,5,1,0,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_97,0,2,0,0,16,2,1,5,0,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_98,0,6,5,0,5,7,5,6,1,1
"155(ROV)_[15716,40900]_component_data.tif - resolution #1",Cluster_99,0,7,1,0,8,3,3,3,4,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_1,78,266,8,0,187,39,161,43,11,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_10,5,6,5,0,8,6,3,14,0,6
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_100,0,4,1,0,6,2,3,2,2,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_101,0,2,1,0,11,2,4,3,0,5
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_102,1,6,1,0,5,1,3,5,1,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_103,0,4,3,0,6,10,0,0,2,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_104,7,14,4,0,6,8,10,6,4,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_105,1,6,3,0,8,1,13,5,1,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_106,1,5,0,0,7,1,1,2,0,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_107,3,10,0,0,5,0,3,1,2,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_108,22,24,3,1,20,7,10,27,9,6
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_109,1,17,0,0,13,3,14,7,9,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_11,4,2,1,0,2,1,2,5,0,6
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_110,5,12,0,0,9,8,7,4,2,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_111,0,7,0,0,3,0,4,6,0,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_112,0,3,0,0,73,0,3,1,3,5
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_12,12,83,4,0,33,22,19,12,7,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_13,0,1,8,0,16,2,0,0,0,5
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_14,3,5,0,0,15,7,0,1,1,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_15,10,2,0,0,4,1,9,12,0,6
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_16,2,16,5,0,26,21,7,4,6,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_17,8,4,7,0,15,13,2,16,0,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_18,2,1,1,0,14,1,5,2,1,5
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_19,9,10,1,0,18,11,8,38,0,6
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_2,1,2,0,0,2,2,10,1,1,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_20,10,15,24,0,9,11,12,11,1,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_21,6,10,17,0,4,9,12,15,0,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_22,1,1,2,0,2,4,1,5,0,6
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_23,5,2,3,0,3,1,0,9,0,6
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_24,8,4,6,0,0,8,1,8,0,6
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_25,2,1,4,0,7,2,0,8,0,6
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_26,2,4,6,0,9,6,1,0,0,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_27,1,8,3,0,12,3,10,0,1,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_28,13,10,10,0,12,16,20,17,0,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_29,3,9,0,0,20,9,4,13,0,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_3,8,8,0,0,7,1,3,18,0,6
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_30,3,4,0,0,20,5,1,5,3,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_31,0,7,2,0,21,3,0,2,0,5
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_32,9,16,2,0,12,5,7,4,0,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_33,1,7,3,0,10,1,2,1,0,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_34,1,7,9,0,1,2,0,0,0,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_35,7,32,1,0,7,10,8,1,7,1
