Image,Neighborhood,CD3pCD8nPD1n,CD3pCD8nPD1p,CD3pCD8pPD1n,CD68pPDL1n,CD68pPDL1p,CD3pCD8pPD1p,CD79ApCD20p,CD79ApCD20n,CD3nPD1p,LMA
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_13,24,1,12,4,1,0,1,5,0,2
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_14,9,1,5,1,1,0,0,0,0,2
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_15,7,1,5,2,3,0,0,0,0,2
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_16,4,1,7,0,5,0,1,0,0,1
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_17,10,2,20,1,0,0,0,2,0,3
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_18,4,0,16,7,1,0,1,0,0,3
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_19,3,1,8,4,0,0,0,0,0,3
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_2,40,1,16,5,19,1,0,0,0,1
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_20,9,5,13,0,7,0,0,0,0,2
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_21,59,8,97,2,26,0,13,4,0,3
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_22,5,1,6,6,1,0,0,0,0,3
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_23,31,1,12,5,4,0,0,2,0,2
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_24,0,0,1,32,8,0,0,0,0,4
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_25,0,0,0,28,2,0,0,0,0,4
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_26,0,0,11,1,4,0,0,0,0,3
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_27,7,5,14,0,5,0,0,0,0,2
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_28,5,0,11,1,5,0,0,0,0,1
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_29,6,0,6,0,5,0,0,0,0,1
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_3,11,1,5,3,10,0,0,1,0,1
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_30,7,0,6,0,11,0,0,0,0,1
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_31,3,4,25,2,6,1,1,2,0,3
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_32,7,0,14,0,2,0,0,0,0,3
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_33,0,0,2,11,12,0,0,0,0,5
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_34,10,4,18,0,8,0,0,0,0,2
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_35,20,0,19,0,9,0,2,1,0,2
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_36,0,0,0,16,0,0,0,0,0,4
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_37,14,3,21,1,9,0,0,0,0,2
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_38,6,0,23,4,5,0,0,0,0,3
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_39,3,0,5,0,6,1,1,0,0,1
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_4,31,3,25,5,14,0,1,0,0,2
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_40,6,3,1,6,2,0,1,0,0,4
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_41,7,0,12,2,9,0,2,0,0,1
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_42,19,2,8,1,1,0,3,1,0,2
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_43,3,2,11,1,0,0,0,0,0,3
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_44,5,0,0,17,0,0,0,0,0,4
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_45,23,0,19,1,5,0,1,0,0,2
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_46,4,0,8,0,4,0,0,0,0,1
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_47,12,0,13,3,3,0,2,0,0,2
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_48,9,1,5,1,0,0,0,0,0,2
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_49,37,1,43,0,5,1,14,0,0,2
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_5,10,0,8,4,2,0,0,0,0,2
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_50,16,0,9,1,0,0,0,1,0,2
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_51,2,0,6,4,7,0,0,0,0,3
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_52,3,2,1,21,0,0,0,0,0,4
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_53,4,0,3,11,0,0,0,4,0,4
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_54,7,0,12,4,3,0,1,2,0,2
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_55,5,1,11,0,3,0,0,0,0,3
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_56,5,0,11,0,0,0,0,0,0,3
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_57,4,0,15,1,3,0,2,1,0,3
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_6,8,7,11,1,2,1,0,0,0,2
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_7,32,4,12,1,11,1,3,0,0,2
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_8,4,1,2,4,10,0,0,0,0,5
"032(OM)_[14216,49422]_component_data.tif - resolution #1",Cluster_9,7,4,13,2,9,1,1,0,0,2
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_1,16,0,13,1,8,0,1,0,0,2
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_10,0,0,11,1,3,0,0,10,0,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_100,1,0,0,21,1,0,0,0,0,4
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_101,2,0,19,0,2,0,1,0,0,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_11,10,1,23,3,5,1,2,0,0,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_12,3,0,23,0,0,0,1,0,0,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_13,7,1,16,3,8,1,1,0,0,2
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_14,11,3,18,1,6,0,1,0,0,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_15,7,0,3,1,5,0,1,0,0,1
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_16,1,0,6,1,5,0,0,4,0,6
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_17,4,1,4,1,2,0,0,5,0,6
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_18,2,0,8,0,4,0,0,4,0,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_19,5,0,11,0,0,0,0,0,0,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_2,9,3,14,1,2,0,0,0,0,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_20,12,0,35,3,3,0,0,0,0,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_21,10,0,13,2,1,0,0,0,0,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_22,11,6,14,1,20,0,3,0,0,1
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_23,20,4,21,0,13,0,0,1,0,2
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_24,8,0,10,0,0,0,1,1,0,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_25,3,0,8,2,0,0,0,11,0,6
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_26,10,1,14,5,5,0,0,30,0,6
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_27,9,0,8,0,2,0,0,0,0,2
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_28,3,0,9,2,5,0,1,0,0,1
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_29,0,2,9,2,3,0,0,0,0,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_3,17,0,28,0,9,0,0,0,0,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_30,7,0,7,0,6,0,1,1,0,1
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_31,8,2,11,0,4,0,1,0,0,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_32,6,1,12,3,6,1,0,1,0,2
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_33,4,0,5,2,6,1,2,0,0,1
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_34,11,5,11,0,6,0,0,0,0,2
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_35,1,0,12,0,3,0,0,0,0,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_36,5,0,8,0,11,0,0,0,0,1
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_37,9,0,9,0,20,1,1,5,0,1
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_38,171,5,114,5,42,2,13,1,0,2
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_39,8,0,6,1,3,0,0,1,0,2
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_4,33,5,50,0,24,0,14,2,0,2
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_40,15,1,29,0,5,0,0,1,0,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_41,17,0,12,0,5,0,0,0,0,2
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_42,54,1,73,3,28,0,0,18,0,2
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_43,11,0,7,3,2,0,0,0,0,2
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_44,6,0,6,0,6,0,0,0,0,1
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_45,17,0,1,0,3,0,0,0,0,2
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_46,8,2,10,11,4,0,0,1,0,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_47,4,1,13,0,8,1,1,0,0,1
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_48,7,0,10,3,2,0,1,0,0,2
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_49,4,0,12,1,2,0,0,0,0,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_5,7,2,15,0,4,0,0,4,0,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_50,4,0,5,2,1,0,0,4,0,2
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_51,166,8,176,10,32,5,4,3,0,2
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_52,19,1,14,2,6,0,0,0,0,2
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_53,51,5,37,8,23,0,3,0,1,2
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_54,11,0,7,2,6,1,0,0,0,2
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_55,38,6,66,21,14,2,9,26,0,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_56,0,0,0,4,1,0,0,16,0,6
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_57,7,0,20,0,1,1,0,0,0,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_58,8,2,5,1,0,0,0,6,0,2
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_59,7,1,21,6,0,0,2,22,0,6
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_6,1,0,9,2,3,0,1,3,0,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_60,9,0,10,2,2,0,1,0,0,2
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_61,22,2,59,32,0,0,4,2,0,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_62,2,0,13,1,2,0,0,2,0,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_63,6,3,15,0,3,0,0,2,0,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_64,6,0,7,6,1,0,0,0,0,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_65,23,1,15,5,6,1,1,0,0,2
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_66,4,2,9,0,2,0,1,0,0,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_67,7,0,8,1,7,2,0,0,0,1
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_68,9,1,21,1,0,0,0,0,0,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_69,3,0,7,0,5,1,0,0,0,1
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_7,14,0,20,0,5,0,0,0,0,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_70,6,0,4,4,0,0,1,1,0,4
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_71,2,0,6,9,1,0,0,0,0,4
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_72,10,1,41,1,7,0,2,1,0,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_73,14,0,15,0,2,1,0,0,0,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_74,31,1,28,0,8,0,2,0,0,2
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_75,4,0,9,2,2,0,0,0,0,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_76,3,0,6,8,0,0,0,1,0,4
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_77,17,8,58,0,15,1,18,5,3,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_78,5,0,6,4,13,0,0,0,0,1
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_79,6,1,20,0,2,0,0,0,0,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_8,1,0,9,1,4,2,0,0,0,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_80,3,1,20,4,0,0,3,0,0,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_81,4,2,14,0,3,0,2,0,0,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_82,8,0,4,5,0,0,0,0,0,4
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_83,6,0,11,0,1,0,0,0,0,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_84,4,0,6,6,7,0,0,0,0,4
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_85,4,0,8,7,0,0,0,0,0,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_86,7,0,20,8,1,0,2,0,0,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_87,15,3,35,12,4,2,0,1,1,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_88,0,0,0,10,6,0,0,0,0,4
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_89,9,0,6,2,5,0,0,1,0,2
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_9,5,0,7,0,4,0,1,1,0,2
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_90,9,0,3,4,0,0,0,0,0,2
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_91,4,0,4,7,5,0,0,0,0,4
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_92,2,0,13,20,2,0,0,0,0,4
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_93,3,0,12,16,2,0,0,0,0,4
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_94,11,2,37,7,25,0,2,0,0,1
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_95,43,1,92,7,11,1,2,0,3,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_96,3,0,6,18,5,0,0,0,0,4
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_97,2,0,16,4,0,1,2,0,1,3
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_98,8,0,17,0,6,0,0,0,0,1
"032(OM)_[14216,51516]_component_data.tif - resolution #1",Cluster_99,1,0,1,14,1,0,1,0,0,4
"032(OM)_[17009,45234]_component_data.tif - resolution #1",Cluster_1,8,0,35,24,7,0,7,0,1,3
"032(OM)_[17009,45234]_component_data.tif - resolution #1",Cluster_10,3,0,6,7,0,0,4,0,0,3
"032(OM)_[17009,45234]_component_data.tif - resolution #1",Cluster_11,3,0,9,7,1,0,0,0,0,3
"032(OM)_[17009,45234]_component_data.tif - resolution #1",Cluster_12,2,0,15,1,0,0,1,0,0,3
"032(OM)_[17009,45234]_component_data.tif - resolution #1",Cluster_13,12,0,13,4,6,0,2,0,0,2
"032(OM)_[17009,45234]_component_data.tif - resolution #1",Cluster_14,5,0,9,1,5,0,0,0,0,1
"032(OM)_[17009,45234]_component_data.tif - resolution #1",Cluster_15,1,0,8,4,3,0,0,0,0,3
"032(OM)_[17009,45234]_component_data.tif - resolution #1",Cluster_16,5,1,10,1,25,0,0,2,0,5
"032(OM)_[17009,45234]_component_data.tif - resolution #1",Cluster_17,7,1,4,1,13,0,0,0,0,1
"032(OM)_[17009,45234]_component_data.tif - resolution #1",Cluster_18,2,2,8,2,8,0,2,0,0,1
"032(OM)_[17009,45234]_component_data.tif - resolution #1",Cluster_19,10,0,7,4,5,0,0,0,0,2
"032(OM)_[17009,45234]_component_data.tif - resolution #1",Cluster_2,6,0,6,10,1,0,0,0,0,4
"032(OM)_[17009,45234]_component_data.tif - resolution #1",Cluster_20,4,0,1,4,6,0,0,5,0,1
"032(OM)_[17009,45234]_component_data.tif - resolution #1",Cluster_21,12,1,7,1,2,0,0,0,0,2
"032(OM)_[17009,45234]_component_data.tif - resolution #1",Cluster_22,0,0,4,18,0,0,1,4,0,4
"032(OM)_[17009,45234]_component_data.tif - resolution #1",Cluster_23,4,1,9,1,2,0,1,0,0,3
"032(OM)_[17009,45234]_component_data.tif - resolution #1",Cluster_24,11,4,6,3,13,0,1,0,0,1
"032(OM)_[17009,45234]_component_data.tif - resolution #1",Cluster_25,10,1,17,2,15,1,0,0,0,1
"032(OM)_[17009,45234]_component_data.tif - resolution #1",Cluster_26,0,0,3,1,14,0,0,0,0,5
"032(OM)_[17009,45234]_component_data.tif - resolution #1",Cluster_27,21,1,8,1,2,0,0,0,0,2
"032(OM)_[17009,45234]_component_data.tif - resolution #1",Cluster_28,11,1,2,2,0,0,0,0,0,2
"032(OM)_[17009,45234]_component_data.tif - resolution #1",Cluster_29,9,3,6,0,0,0,0,0,0,2
"032(OM)_[17009,45234]_component_data.tif - resolution #1",Cluster_3,0,0,10,8,1,0,0,0,0,3
"032(OM)_[17009,45234]_component_data.tif - resolution #1",Cluster_30,17,5,12,0,3,0,1,0,0,2
"032(OM)_[17009,45234]_component_data.tif - resolution #1",Cluster_31,12,6,22,0,19,1,0,0,0,1
"032(OM)_[17009,45234]_component_data.tif - resolution #1",Cluster_4,14,0,58,57,23,0,12,0,0,3
"032(OM)_[17009,45234]_component_data.tif - resolution #1",Cluster_5,3,0,13,10,0,0,2,0,0,3
"032(OM)_[17009,45234]_component_data.tif - resolution #1",Cluster_6,6,0,12,0,0,0,0,1,0,3
"032(OM)_[17009,45234]_component_data.tif - resolution #1",Cluster_7,7,1,5,0,5,0,0,0,0,1
"032(OM)_[17009,45234]_component_data.tif - resolution #1",Cluster_8,7,1,7,1,0,1,0,0,0,3
"032(OM)_[17009,45234]_component_data.tif - resolution #1",Cluster_9,36,3,77,16,12,1,17,3,0,3
"032(OM)_[17009,47328]_component_data.tif - resolution #1",Cluster_1,11,3,31,1,11,2,1,0,0,3
"032(OM)_[17009,47328]_component_data.tif - resolution #1",Cluster_2,11,0,13,0,0,0,3,0,0,3
"032(OM)_[17009,47328]_component_data.tif - resolution #1",Cluster_3,2,3,7,0,4,2,1,0,0,1
"032(OM)_[17009,47328]_component_data.tif - resolution #1",Cluster_4,8,1,5,0,2,0,0,1,0,2
"032(OM)_[17009,49422]_component_data.tif - resolution #1",Cluster_1,6,0,9,1,0,0,1,1,0,3
"032(OM)_[17009,49422]_component_data.tif - resolution #1",Cluster_10,4,1,3,1,8,0,0,0,0,1
"032(OM)_[17009,49422]_component_data.tif - resolution #1",Cluster_11,16,0,13,3,0,0,1,0,0,2
"032(OM)_[17009,49422]_component_data.tif - resolution #1",Cluster_12,23,0,28,1,8,0,2,0,0,3
"032(OM)_[17009,49422]_component_data.tif - resolution #1",Cluster_13,8,0,8,2,0,0,1,0,0,2
"032(OM)_[17009,49422]_component_data.tif - resolution #1",Cluster_14,9,0,14,0,3,0,1,0,0,3
"032(OM)_[17009,49422]_component_data.tif - resolution #1",Cluster_15,7,0,11,3,7,0,0,0,0,1
"032(OM)_[17009,49422]_component_data.tif - resolution #1",Cluster_16,0,0,7,7,2,0,0,1,0,4
"032(OM)_[17009,49422]_component_data.tif - resolution #1",Cluster_17,7,0,3,6,0,0,0,0,0,4
"032(OM)_[17009,49422]_component_data.tif - resolution #1",Cluster_18,12,0,11,3,5,0,1,0,0,2
"032(OM)_[17009,49422]_component_data.tif - resolution #1",Cluster_19,9,1,11,0,1,0,1,0,0,3
"032(OM)_[17009,49422]_component_data.tif - resolution #1",Cluster_2,17,1,20,0,3,0,0,0,0,3
"032(OM)_[17009,49422]_component_data.tif - resolution #1",Cluster_20,3,0,1,5,3,0,4,0,0,1
"032(OM)_[17009,49422]_component_data.tif - resolution #1",Cluster_21,13,0,11,6,3,0,1,0,0,2
"032(OM)_[17009,49422]_component_data.tif - resolution #1",Cluster_22,7,0,7,5,0,0,0,0,0,4
"032(OM)_[17009,49422]_component_data.tif - resolution #1",Cluster_23,5,0,8,2,2,0,0,0,0,2
"032(OM)_[17009,49422]_component_data.tif - resolution #1",Cluster_24,8,1,7,2,2,1,0,0,0,2
"032(OM)_[17009,49422]_component_data.tif - resolution #1",Cluster_25,2,0,11,1,1,0,0,4,0,3
"032(OM)_[17009,49422]_component_data.tif - resolution #1",Cluster_26,4,1,6,3,0,0,3,0,0,2
"032(OM)_[17009,49422]_component_data.tif - resolution #1",Cluster_27,46,8,71,9,7,2,4,12,0,3
"032(OM)_[17009,49422]_component_data.tif - resolution #1",Cluster_28,6,0,9,9,2,0,0,0,0,3
"032(OM)_[17009,49422]_component_data.tif - resolution #1",Cluster_29,6,1,12,0,1,1,0,0,0,3
"032(OM)_[17009,49422]_component_data.tif - resolution #1",Cluster_3,10,0,1,1,2,0,2,0,0,2
"032(OM)_[17009,49422]_component_data.tif - resolution #1",Cluster_30,6,2,24,4,4,0,2,0,0,3
"032(OM)_[17009,49422]_component_data.tif - resolution #1",Cluster_31,3,0,13,2,0,0,0,0,0,3
"032(OM)_[17009,49422]_component_data.tif - resolution #1",Cluster_32,29,4,26,2,12,0,1,0,0,2
"032(OM)_[17009,49422]_component_data.tif - resolution #1",Cluster_33,1,0,13,3,0,0,0,0,0,3
"032(OM)_[17009,49422]_component_data.tif - resolution #1",Cluster_34,7,0,7,2,2,0,0,0,0,2
"032(OM)_[17009,49422]_component_data.tif - resolution #1",Cluster_35,4,0,12,2,0,0,0,0,0,3
"032(OM)_[17009,49422]_component_data.tif - resolution #1",Cluster_36,0,0,0,18,0,0,0,0,0,4
"032(OM)_[17009,49422]_component_data.tif - resolution #1",Cluster_37,3,0,8,6,1,0,0,0,0,3
"032(OM)_[17009,49422]_component_data.tif - resolution #1",Cluster_38,0,0,0,25,0,0,0,0,0,4
"032(OM)_[17009,49422]_component_data.tif - resolution #1",Cluster_4,8,0,23,0,0,0,0,0,0,3
"032(OM)_[17009,49422]_component_data.tif - resolution #1",Cluster_5,4,0,10,2,2,0,0,0,0,3
"032(OM)_[17009,49422]_component_data.tif - resolution #1",Cluster_6,5,0,6,3,4,0,0,0,0,2
"032(OM)_[17009,49422]_component_data.tif - resolution #1",Cluster_7,17,2,5,0,0,0,0,0,0,2
"032(OM)_[17009,49422]_component_data.tif - resolution #1",Cluster_8,5,0,11,1,6,0,0,0,0,1
"032(OM)_[17009,49422]_component_data.tif - resolution #1",Cluster_9,7,0,6,2,2,0,0,0,0,2
"032(OM)_[8630,40341]_component_data.tif - resolution #1",Cluster_1,26,5,32,2,37,1,4,2,0,1
"032(OM)_[8630,40341]_component_data.tif - resolution #1",Cluster_10,2,1,1,6,7,0,0,0,0,5
"032(OM)_[8630,40341]_component_data.tif - resolution #1",Cluster_11,3,0,1,6,6,0,0,0,0,5
"032(OM)_[8630,40341]_component_data.tif - resolution #1",Cluster_12,4,1,1,14,12,0,0,0,0,5
"032(OM)_[8630,40341]_component_data.tif - resolution #1",Cluster_13,8,0,2,1,7,0,0,0,0,1
"032(OM)_[8630,40341]_component_data.tif - resolution #1",Cluster_14,6,0,5,3,4,0,0,0,0,2
"032(OM)_[8630,40341]_component_data.tif - resolution #1",Cluster_15,11,0,2,4,7,0,3,0,0,1
"032(OM)_[8630,40341]_component_data.tif - resolution #1",Cluster_16,9,0,8,0,9,2,1,0,0,1
"032(OM)_[8630,40341]_component_data.tif - resolution #1",Cluster_2,6,0,10,0,6,0,1,0,0,1
"032(OM)_[8630,40341]_component_data.tif - resolution #1",Cluster_3,4,0,4,2,8,0,0,0,0,1
"032(OM)_[8630,40341]_component_data.tif - resolution #1",Cluster_4,33,5,10,1,15,0,0,0,0,1
"032(OM)_[8630,40341]_component_data.tif - resolution #1",Cluster_5,21,0,12,0,7,0,0,0,0,2
"032(OM)_[8630,40341]_component_data.tif - resolution #1",Cluster_6,10,1,7,2,7,0,0,0,0,2
"032(OM)_[8630,40341]_component_data.tif - resolution #1",Cluster_7,1,0,0,93,18,0,0,0,0,4
"032(OM)_[8630,40341]_component_data.tif - resolution #1",Cluster_8,8,0,8,3,4,0,2,0,1,2
